,number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_initializer,params_lr,params_n_layers,params_neurons,params_optimizer,params_output_initializer,state
612,612,0.68781498670578,2023-05-18 18:21:32.978056,2023-05-18 18:21:39.972865,0 days 00:00:06.994809,sigmoid,1,0.005668181167892999,2,256,2,1,COMPLETE
613,613,0.7038501024246215,2023-05-18 18:21:39.974110,2023-05-18 18:21:47.239502,0 days 00:00:07.265392,sigmoid,1,0.01125943180289856,2,256,2,1,COMPLETE
614,614,0.7016404867172241,2023-05-18 18:21:47.240622,2023-05-18 18:21:54.270948,0 days 00:00:07.030326,linear,1,0.0004941491474333095,3,256,2,0,COMPLETE
615,615,0.6914790391921997,2023-05-18 18:21:54.272210,2023-05-18 18:22:01.476134,0 days 00:00:07.203924,elu,1,0.0002348080238301848,2,256,2,1,COMPLETE
616,616,0.6803349494934082,2023-05-18 18:22:01.477355,2023-05-18 18:22:08.343998,0 days 00:00:06.866643,sigmoid,1,0.0004115018067132432,2,256,3,1,COMPLETE
617,617,0.6916061878204346,2023-05-18 18:22:08.345071,2023-05-18 18:22:16.787807,0 days 00:00:08.442736,gelu,1,0.00029562662152102026,2,256,2,1,COMPLETE
618,618,0.6629278898239136,2023-05-18 18:22:16.788973,2023-05-18 18:22:24.009277,0 days 00:00:07.220304,sigmoid,1,0.0002092002252793974,2,256,2,1,COMPLETE
619,619,0.6829270958900452,2023-05-18 18:22:24.010375,2023-05-18 18:22:30.867382,0 days 00:00:06.857007,sigmoid,1,0.05595489058155811,2,256,2,0,COMPLETE
620,620,0.6711729049682618,2023-05-18 18:22:30.868632,2023-05-18 18:22:37.910794,0 days 00:00:07.042162,sigmoid,1,0.0006968000405635811,3,256,0,1,COMPLETE
621,621,0.6627834439277649,2023-05-18 18:22:37.911913,2023-05-18 18:22:44.665161,0 days 00:00:06.753248,sigmoid,1,0.00020517004544641024,2,256,2,1,COMPLETE
622,622,0.6856296777725219,2023-05-18 18:22:44.666241,2023-05-18 18:22:52.127704,0 days 00:00:07.461463,sigmoid,0,0.002224828172743681,2,256,2,1,COMPLETE
623,623,0.6702523231506348,2023-05-18 18:22:52.128820,2023-05-18 18:22:59.874032,0 days 00:00:07.745212,sigmoid,1,3.3076816068494755e-05,2,256,2,1,COMPLETE
624,624,0.7093691110610962,2023-05-18 18:22:59.875335,2023-05-18 18:23:07.489600,0 days 00:00:07.614265,sigmoid,1,0.03597646888080525,2,256,2,0,COMPLETE
625,625,0.8845611810684204,2023-05-18 18:23:07.490716,2023-05-18 18:23:15.113514,0 days 00:00:07.622798,selu,1,0.00034857802107065054,5,256,2,1,COMPLETE
626,626,0.6620693206787109,2023-05-18 18:23:15.114630,2023-05-18 18:23:22.137693,0 days 00:00:07.023063,sigmoid,1,0.0002631762876400754,2,256,2,1,COMPLETE
627,627,0.6626059412956238,2023-05-18 18:23:22.138792,2023-05-18 18:23:29.558283,0 days 00:00:07.419491,sigmoid,1,0.0002783180636941528,2,256,2,1,COMPLETE
628,628,0.6655495166778564,2023-05-18 18:23:29.559334,2023-05-18 18:23:37.257907,0 days 00:00:07.698573,sigmoid,1,0.00040730493142968017,2,256,2,1,COMPLETE
629,629,0.662434720993042,2023-05-18 18:23:37.259759,2023-05-18 18:23:44.305848,0 days 00:00:07.046089,sigmoid,1,0.00024277305165691345,2,256,2,1,COMPLETE
630,630,0.6609845876693725,2023-05-18 18:23:44.306971,2023-05-18 18:23:51.046258,0 days 00:00:06.739287,sigmoid,1,0.0003178856838037658,2,256,2,1,COMPLETE
631,631,0.7133778095245361,2023-05-18 18:23:51.047708,2023-05-18 18:23:58.024116,0 days 00:00:06.976408,sigmoid,1,0.0002467970357342749,2,256,1,1,COMPLETE
632,632,0.6626427292823791,2023-05-18 18:23:58.025252,2023-05-18 18:24:04.696948,0 days 00:00:06.671696,sigmoid,1,0.0003867894390777174,2,256,2,1,COMPLETE
633,633,0.6626551866531372,2023-05-18 18:24:04.698171,2023-05-18 18:24:12.323517,0 days 00:00:07.625346,sigmoid,1,0.000254962526189981,2,256,2,1,COMPLETE
634,634,0.6896852731704712,2023-05-18 18:24:12.327409,2023-05-18 18:24:19.946764,0 days 00:00:07.619355,tanh,1,0.0003018103263351897,2,256,2,1,COMPLETE
635,635,0.6621788501739502,2023-05-18 18:24:19.947910,2023-05-18 18:24:27.322166,0 days 00:00:07.374256,sigmoid,1,0.00031277923491509915,2,256,2,1,COMPLETE
636,636,0.6885306358337402,2023-05-18 18:24:27.323418,2023-05-18 18:24:34.074948,0 days 00:00:06.751530,linear,1,0.00036060793466601053,2,256,2,1,COMPLETE
637,637,0.6636315703392028,2023-05-18 18:24:34.076214,2023-05-18 18:24:41.525651,0 days 00:00:07.449437,sigmoid,1,0.00035157008754176745,3,256,2,1,COMPLETE
638,638,0.6707986116409301,2023-05-18 18:24:41.526725,2023-05-18 18:24:48.204993,0 days 00:00:06.678268,sigmoid,1,2.369523721408213e-05,2,256,2,1,COMPLETE
639,639,0.6992460727691651,2023-05-18 18:24:48.206242,2023-05-18 18:24:55.854854,0 days 00:00:07.648612,relu,1,0.00046001381551791703,2,256,2,1,COMPLETE
640,640,0.6736586809158325,2023-05-18 18:24:55.856012,2023-05-18 18:25:02.826344,0 days 00:00:06.970332,sigmoid,1,0.00759824903501179,2,256,3,1,COMPLETE
641,641,0.6654695987701416,2023-05-18 18:25:02.827465,2023-05-18 18:25:09.691854,0 days 00:00:06.864389,sigmoid,0,0.0005387661200344524,2,256,2,1,COMPLETE
642,642,0.6630833983421326,2023-05-18 18:25:09.692978,2023-05-18 18:25:16.904104,0 days 00:00:07.211126,sigmoid,1,0.0002832746007578462,2,256,2,1,COMPLETE
643,643,0.6626174688339234,2023-05-18 18:25:16.905364,2023-05-18 18:25:23.693498,0 days 00:00:06.788134,sigmoid,1,0.000325699166310741,2,256,2,1,COMPLETE
644,644,0.6628107905387879,2023-05-18 18:25:23.694617,2023-05-18 18:25:30.218459,0 days 00:00:06.523842,sigmoid,1,0.0003039337382363445,2,256,2,1,COMPLETE
645,645,0.663769805431366,2023-05-18 18:25:30.219581,2023-05-18 18:25:37.750339,0 days 00:00:07.530758,sigmoid,1,0.0002019131267056532,2,256,2,1,COMPLETE
646,646,0.7307648539543152,2023-05-18 18:25:37.751489,2023-05-18 18:25:44.764974,0 days 00:00:07.013485,elu,1,0.0005453713777620443,2,256,0,1,COMPLETE
647,647,0.6627663135528564,2023-05-18 18:25:44.766105,2023-05-18 18:25:51.972026,0 days 00:00:07.205921,sigmoid,1,0.0002623742621881699,2,256,2,1,COMPLETE
648,648,0.690906822681427,2023-05-18 18:25:51.973121,2023-05-18 18:25:59.466810,0 days 00:00:07.493689,gelu,1,0.0003946660457683572,2,128,2,1,COMPLETE
649,649,0.6899706125259399,2023-05-18 18:25:59.467950,2023-05-18 18:26:06.845182,0 days 00:00:07.377232,sigmoid,1,0.0030816816222880585,2,256,2,1,COMPLETE
650,650,0.6629935026168823,2023-05-18 18:26:06.846380,2023-05-18 18:26:14.151906,0 days 00:00:07.305526,sigmoid,1,0.00019827768422720637,2,256,2,1,COMPLETE
651,651,0.6621309041976928,2023-05-18 18:26:14.153044,2023-05-18 18:26:21.679528,0 days 00:00:07.526484,sigmoid,1,0.0003190428719310399,3,256,2,1,COMPLETE
652,652,0.6637637853622437,2023-05-18 18:26:21.680915,2023-05-18 18:26:28.675606,0 days 00:00:06.994691,sigmoid,1,0.00027405910187314653,2,256,2,1,COMPLETE
653,653,0.6637410879135132,2023-05-18 18:26:28.676762,2023-05-18 18:26:36.290034,0 days 00:00:07.613272,sigmoid,1,0.00044091424876133606,4,256,2,1,COMPLETE
654,654,0.675456428527832,2023-05-18 18:26:36.291149,2023-05-18 18:26:43.123381,0 days 00:00:06.832232,sigmoid,1,0.00034559541254487356,3,256,1,1,COMPLETE
655,655,0.7364129424095154,2023-05-18 18:26:43.124529,2023-05-18 18:26:49.978208,0 days 00:00:06.853679,selu,1,0.00030816498721304415,3,256,2,1,COMPLETE
656,656,0.6638913750648499,2023-05-18 18:26:49.979285,2023-05-18 18:26:58.175269,0 days 00:00:08.195984,sigmoid,1,0.0003534156268718684,4,256,2,1,COMPLETE
657,657,0.6627674341201782,2023-05-18 18:26:58.176438,2023-05-18 18:27:05.272481,0 days 00:00:07.096043,sigmoid,1,0.00022878510124694116,2,256,2,1,COMPLETE
658,658,0.6624704957008362,2023-05-18 18:27:05.273653,2023-05-18 18:27:13.165354,0 days 00:00:07.891701,sigmoid,1,0.00044868863557268523,3,256,2,1,COMPLETE
659,659,0.6694623112678528,2023-05-18 18:27:13.166470,2023-05-18 18:27:20.230147,0 days 00:00:07.063677,sigmoid,1,5.703534356900849e-05,3,256,2,1,COMPLETE
660,660,0.6630204319953918,2023-05-18 18:27:20.231259,2023-05-18 18:27:27.124809,0 days 00:00:06.893550,sigmoid,1,0.00031869475061665077,3,256,2,1,COMPLETE
661,661,0.7233163356781006,2023-05-18 18:27:27.125901,2023-05-18 18:27:34.406033,0 days 00:00:07.280132,tanh,0,0.0014910489631956795,2,256,2,1,COMPLETE
662,662,0.689687180519104,2023-05-18 18:27:34.407208,2023-05-18 18:27:41.523111,0 days 00:00:07.115903,sigmoid,1,0.02340602390825385,2,256,2,1,COMPLETE
663,663,0.6622087955474854,2023-05-18 18:27:41.524417,2023-05-18 18:27:48.331425,0 days 00:00:06.807008,sigmoid,1,0.0002677670868438925,2,256,2,1,COMPLETE
664,664,0.6653358101844787,2023-05-18 18:27:48.332562,2023-05-18 18:27:55.541833,0 days 00:00:07.209271,sigmoid,1,0.0006584411970688103,2,256,2,1,COMPLETE
665,665,0.6716190338134765,2023-05-18 18:27:55.543090,2023-05-18 18:28:02.046827,0 days 00:00:06.503737,sigmoid,1,0.006650040757998114,2,256,3,1,COMPLETE
666,666,0.6772866368293762,2023-05-18 18:28:02.048205,2023-05-18 18:28:08.629271,0 days 00:00:06.581066,sigmoid,1,1.1031254065751656e-05,2,256,2,1,COMPLETE
667,667,0.6921903371810914,2023-05-18 18:28:08.630485,2023-05-18 18:28:16.136294,0 days 00:00:07.505809,linear,1,0.00027140720797462844,3,256,2,1,COMPLETE
668,668,0.667978310585022,2023-05-18 18:28:16.137458,2023-05-18 18:28:23.462184,0 days 00:00:07.324726,sigmoid,1,0.0008880136401933977,2,256,2,1,COMPLETE
669,669,0.6959985256195068,2023-05-18 18:28:23.463391,2023-05-18 18:28:30.736987,0 days 00:00:07.273596,relu,1,0.00043729247911264093,2,256,2,1,COMPLETE
670,670,0.6630690336227417,2023-05-18 18:28:30.738336,2023-05-18 18:28:37.542463,0 days 00:00:06.804127,sigmoid,1,0.0002458213669908985,2,256,2,1,COMPLETE
671,671,0.6880589485168457,2023-05-18 18:28:37.543657,2023-05-18 18:28:44.243841,0 days 00:00:06.700184,sigmoid,1,0.0039566336995876025,2,256,2,1,COMPLETE
672,672,0.6618245840072632,2023-05-18 18:28:44.244943,2023-05-18 18:28:51.303455,0 days 00:00:07.058512,sigmoid,1,0.0003119751344794501,2,256,2,1,COMPLETE
673,673,0.6644950866699219,2023-05-18 18:28:51.304782,2023-05-18 18:28:58.719820,0 days 00:00:07.415038,sigmoid,1,0.0003554138342399155,2,256,0,1,COMPLETE
674,674,0.6630874991416931,2023-05-18 18:28:58.721001,2023-05-18 18:29:06.014674,0 days 00:00:07.293673,sigmoid,1,0.0003164581474797036,2,256,2,1,COMPLETE
675,675,0.6650989890098572,2023-05-18 18:29:06.015883,2023-05-18 18:29:12.808190,0 days 00:00:06.792307,sigmoid,1,0.0005951174373308574,2,256,2,1,COMPLETE
676,676,0.6968592762947082,2023-05-18 18:29:12.809317,2023-05-18 18:29:19.621229,0 days 00:00:06.811912,elu,1,0.0004123968593123516,2,256,2,1,COMPLETE
677,677,0.6718458771705628,2023-05-18 18:29:19.622341,2023-05-18 18:29:26.404291,0 days 00:00:06.781950,sigmoid,1,1.5976910703643785e-05,2,256,2,1,COMPLETE
678,678,0.6846314787864685,2023-05-18 18:29:26.405388,2023-05-18 18:29:32.996559,0 days 00:00:06.591171,sigmoid,1,0.06841822669418093,2,256,2,1,COMPLETE
679,679,0.6949235200881958,2023-05-18 18:29:32.997769,2023-05-18 18:29:41.413116,0 days 00:00:08.415347,gelu,1,0.000294372042618644,2,256,2,1,COMPLETE
680,680,0.6741796493530273,2023-05-18 18:29:41.414280,2023-05-18 18:29:48.334751,0 days 00:00:06.920471,sigmoid,1,0.006252622507618119,3,256,1,1,COMPLETE
681,681,0.663505470752716,2023-05-18 18:29:48.335959,2023-05-18 18:29:55.133025,0 days 00:00:06.797066,sigmoid,0,0.0002619587811815599,2,256,2,1,COMPLETE
682,682,0.6633127927780151,2023-05-18 18:29:55.134159,2023-05-18 18:30:01.932797,0 days 00:00:06.798638,sigmoid,1,0.0003667460839038045,2,256,2,1,COMPLETE
683,683,0.669869863986969,2023-05-18 18:30:01.933961,2023-05-18 18:30:08.614790,0 days 00:00:06.680829,sigmoid,1,2.15207570453765e-05,2,256,2,1,COMPLETE
684,684,0.6622129201889038,2023-05-18 18:30:08.615943,2023-05-18 18:30:16.159705,0 days 00:00:07.543762,sigmoid,1,0.00022569801309141525,2,256,2,1,COMPLETE
685,685,0.70073481798172,2023-05-18 18:30:16.160855,2023-05-18 18:30:23.429481,0 days 00:00:07.268626,selu,1,0.0002995610043734809,2,256,2,1,COMPLETE
686,686,0.6865204811096192,2023-05-18 18:30:23.430623,2023-05-18 18:30:30.676396,0 days 00:00:07.245773,sigmoid,1,0.015754713037769725,2,256,2,1,COMPLETE
687,687,0.6633558988571167,2023-05-18 18:30:30.677589,2023-05-18 18:30:37.832162,0 days 00:00:07.154573,sigmoid,1,0.00022539916684901173,2,256,2,1,COMPLETE
688,688,0.7055087208747863,2023-05-18 18:30:37.833357,2023-05-18 18:30:44.679389,0 days 00:00:06.846032,sigmoid,1,0.08388503260244477,2,256,2,1,COMPLETE
689,689,0.6649202346801758,2023-05-18 18:30:44.680599,2023-05-18 18:30:51.655821,0 days 00:00:06.975222,sigmoid,1,0.0005222720507026027,2,256,2,1,COMPLETE
690,690,0.6628356218338013,2023-05-18 18:30:51.656908,2023-05-18 18:30:59.432154,0 days 00:00:07.775246,sigmoid,1,0.00024006364637409964,2,256,2,1,COMPLETE
691,691,0.6753109931945801,2023-05-18 18:30:59.433339,2023-05-18 18:31:06.346420,0 days 00:00:06.913081,sigmoid,1,0.0003811880258408655,2,256,3,1,COMPLETE
692,692,0.6867594242095947,2023-05-18 18:31:06.347584,2023-05-18 18:31:13.947766,0 days 00:00:07.600182,tanh,1,0.0003000104456370444,2,256,2,1,COMPLETE
693,693,0.6631600975990295,2023-05-18 18:31:13.948918,2023-05-18 18:31:20.777929,0 days 00:00:06.829011,sigmoid,1,0.00021286748521585162,2,256,2,1,COMPLETE
694,694,0.6705360054969788,2023-05-18 18:31:20.779226,2023-05-18 18:31:27.700262,0 days 00:00:06.921036,sigmoid,1,0.0013520335087581514,3,256,2,1,COMPLETE
695,695,0.6650888323783875,2023-05-18 18:31:27.701576,2023-05-18 18:31:34.342191,0 days 00:00:06.640615,sigmoid,1,0.0002652611848886239,2,64,2,1,COMPLETE
696,696,0.6758875012397766,2023-05-18 18:31:34.343276,2023-05-18 18:31:41.974154,0 days 00:00:07.630878,sigmoid,1,0.0011014268925064927,2,256,0,1,COMPLETE
697,697,0.6637407302856445,2023-05-18 18:31:41.975457,2023-05-18 18:31:49.224344,0 days 00:00:07.248887,sigmoid,1,0.0002054057796511486,2,256,2,1,COMPLETE
698,698,0.6910478591918945,2023-05-18 18:31:49.226767,2023-05-18 18:31:56.509140,0 days 00:00:07.282373,linear,1,0.0003162837766245084,2,256,2,1,COMPLETE
699,699,0.7092692613601684,2023-05-18 18:31:56.510279,2023-05-18 18:32:03.307735,0 days 00:00:06.797456,sigmoid,1,0.026833902771838114,2,256,2,1,COMPLETE
700,700,0.6634646892547608,2023-05-18 18:32:03.308949,2023-05-18 18:32:09.990541,0 days 00:00:06.681592,sigmoid,0,0.0004544637604459237,2,256,2,1,COMPLETE
701,701,0.6796083331108094,2023-05-18 18:32:09.993183,2023-05-18 18:32:17.632518,0 days 00:00:07.639335,relu,1,0.0002390386020175807,2,128,2,1,COMPLETE
702,702,0.6634296178817749,2023-05-18 18:32:17.633727,2023-05-18 18:32:24.856722,0 days 00:00:07.222995,sigmoid,1,0.00018910192258268812,2,256,2,1,COMPLETE
703,703,0.6749485731124878,2023-05-18 18:32:24.857877,2023-05-18 18:32:32.534327,0 days 00:00:07.676450,sigmoid,1,0.021144492886077115,5,256,2,0,COMPLETE
704,704,0.6720549106597901,2023-05-18 18:32:32.536355,2023-05-18 18:32:40.017501,0 days 00:00:07.481146,sigmoid,1,3.419334439814992e-05,3,256,2,1,COMPLETE
705,705,0.6752364039421082,2023-05-18 18:32:40.018635,2023-05-18 18:32:46.955256,0 days 00:00:06.936621,sigmoid,1,0.0024912341188036624,2,256,1,1,COMPLETE
706,706,0.6977835893630981,2023-05-18 18:32:46.956415,2023-05-18 18:32:53.607353,0 days 00:00:06.650938,elu,1,4.662940352079907e-05,2,256,2,1,COMPLETE
707,707,0.6835322141647339,2023-05-18 18:32:53.608475,2023-05-18 18:33:01.717249,0 days 00:00:08.108774,gelu,1,0.00036010037625498276,2,64,2,1,COMPLETE
708,708,0.6888000249862671,2023-05-18 18:33:01.718558,2023-05-18 18:33:08.725442,0 days 00:00:07.006884,sigmoid,1,0.08577759855267468,2,256,2,1,COMPLETE
709,709,0.6616405248641968,2023-05-18 18:33:08.726645,2023-05-18 18:33:15.544029,0 days 00:00:06.817384,sigmoid,1,0.0002776328752493523,2,256,2,0,COMPLETE
710,710,0.6648945689201355,2023-05-18 18:33:15.545325,2023-05-18 18:33:22.632441,0 days 00:00:07.087116,sigmoid,1,0.00027995087656830666,3,128,2,0,COMPLETE
711,711,0.663881516456604,2023-05-18 18:33:22.633561,2023-05-18 18:33:29.281526,0 days 00:00:06.647965,sigmoid,1,0.0004015233813087219,2,256,2,0,COMPLETE
712,712,0.6632503271102905,2023-05-18 18:33:29.282655,2023-05-18 18:33:37.081190,0 days 00:00:07.798535,sigmoid,1,0.00032188909494432465,2,256,2,0,COMPLETE
713,713,0.6669659972190857,2023-05-18 18:33:37.082343,2023-05-18 18:33:44.166190,0 days 00:00:07.083847,sigmoid,1,0.000769078072194842,2,256,2,0,COMPLETE
714,714,0.6624723315238953,2023-05-18 18:33:44.167466,2023-05-18 18:33:51.045823,0 days 00:00:06.878357,sigmoid,1,0.0001956756403699904,2,256,2,0,COMPLETE
715,715,0.665120530128479,2023-05-18 18:33:51.046967,2023-05-18 18:33:57.826917,0 days 00:00:06.779950,sigmoid,1,0.0004987730558635947,2,256,2,0,COMPLETE
716,716,0.8407904624938964,2023-05-18 18:33:57.828073,2023-05-18 18:34:04.779460,0 days 00:00:06.951387,selu,1,0.00025993428636137203,2,256,3,0,COMPLETE
717,717,0.796574056148529,2023-05-18 18:34:04.781833,2023-05-18 18:34:11.409005,0 days 00:00:06.627172,sigmoid,1,0.0303486475854579,2,64,2,0,COMPLETE
718,718,0.6630160093307496,2023-05-18 18:34:11.410095,2023-05-18 18:34:18.991478,0 days 00:00:07.581383,sigmoid,1,0.00019299008576050144,2,256,2,0,COMPLETE
719,719,0.6706266760826111,2023-05-18 18:34:18.992663,2023-05-18 18:34:26.794904,0 days 00:00:07.802241,sigmoid,0,0.0018783741514822282,4,256,2,0,COMPLETE
720,720,0.6690625429153443,2023-05-18 18:34:26.796103,2023-05-18 18:34:33.683592,0 days 00:00:06.887489,sigmoid,1,4.00432138434897e-05,2,256,0,0,COMPLETE
721,721,0.6635088920593262,2023-05-18 18:34:33.684786,2023-05-18 18:34:41.509627,0 days 00:00:07.824841,sigmoid,1,0.00022449006539980662,2,128,2,0,COMPLETE
722,722,0.6626922965049744,2023-05-18 18:34:41.510772,2023-05-18 18:34:48.646110,0 days 00:00:07.135338,sigmoid,1,0.0003187556970643149,3,256,2,0,COMPLETE
723,723,0.7032068848609925,2023-05-18 18:34:48.647339,2023-05-18 18:34:55.641185,0 days 00:00:06.993846,tanh,1,1.2985767763510654e-05,2,256,2,0,COMPLETE
724,724,0.6725773453712464,2023-05-18 18:34:55.642309,2023-05-18 18:35:03.652061,0 days 00:00:08.009752,sigmoid,1,0.0018426275756258177,2,256,2,0,COMPLETE
725,725,0.6949818134307861,2023-05-18 18:35:03.653251,2023-05-18 18:35:10.591474,0 days 00:00:06.938223,sigmoid,1,0.013837881192186118,2,256,2,0,COMPLETE
726,726,0.663244903087616,2023-05-18 18:35:10.592772,2023-05-18 18:35:17.436493,0 days 00:00:06.843721,sigmoid,1,0.0001774248422116592,2,256,2,1,COMPLETE
727,727,0.6776897788047791,2023-05-18 18:35:17.438708,2023-05-18 18:35:24.124669,0 days 00:00:06.685961,sigmoid,1,1.5144636915220313e-05,2,256,2,0,COMPLETE
728,728,0.6875108480453491,2023-05-18 18:35:24.125931,2023-05-18 18:35:30.783108,0 days 00:00:06.657177,linear,1,0.00025929848222417984,2,256,2,1,COMPLETE
729,729,0.8183574795722961,2023-05-18 18:35:30.784256,2023-05-18 18:35:37.322493,0 days 00:00:06.538237,relu,1,0.00039636813800771834,2,64,1,1,COMPLETE
730,730,0.6644125699996948,2023-05-18 18:35:37.323612,2023-05-18 18:35:45.188976,0 days 00:00:07.865364,sigmoid,1,0.00021249292585049002,3,256,2,1,COMPLETE
731,731,0.6747092485427857,2023-05-18 18:35:45.190163,2023-05-18 18:35:52.472015,0 days 00:00:07.281852,sigmoid,1,0.0026582466712089165,2,256,2,1,COMPLETE
732,732,0.6910279631614685,2023-05-18 18:35:52.473195,2023-05-18 18:35:59.633851,0 days 00:00:07.160656,sigmoid,1,0.008034061930590428,2,256,2,0,COMPLETE
733,733,0.7438443303108215,2023-05-18 18:35:59.634995,2023-05-18 18:36:06.341212,0 days 00:00:06.706217,sigmoid,1,0.011523361161329564,2,128,2,1,COMPLETE
734,734,0.8566134452819825,2023-05-18 18:36:06.342353,2023-05-18 18:36:13.023933,0 days 00:00:06.681580,elu,1,0.005042817125723884,2,256,2,1,COMPLETE
735,735,0.662472665309906,2023-05-18 18:36:13.025047,2023-05-18 18:36:20.355886,0 days 00:00:07.330839,sigmoid,1,0.00017454682375975353,2,256,2,1,COMPLETE
736,736,0.6624120593070983,2023-05-18 18:36:20.357048,2023-05-18 18:36:27.575511,0 days 00:00:07.218463,sigmoid,1,0.0002675983100871611,2,256,2,1,COMPLETE
737,737,0.7321701765060424,2023-05-18 18:36:27.576737,2023-05-18 18:36:35.267063,0 days 00:00:07.690326,gelu,1,0.0006004481542029636,2,256,2,1,COMPLETE
738,738,0.663615369796753,2023-05-18 18:36:35.268232,2023-05-18 18:36:41.960064,0 days 00:00:06.691832,sigmoid,0,0.0003302109807602944,2,256,2,0,COMPLETE
739,739,0.6659839510917663,2023-05-18 18:36:41.961229,2023-05-18 18:36:48.698260,0 days 00:00:06.737031,sigmoid,1,0.0008692339980924447,2,256,2,1,COMPLETE
740,740,0.7741259932518005,2023-05-18 18:36:48.699537,2023-05-18 18:36:55.341662,0 days 00:00:06.642125,sigmoid,1,0.03725797659945312,2,64,2,1,COMPLETE
741,741,0.6928081154823303,2023-05-18 18:36:55.342765,2023-05-18 18:37:02.688012,0 days 00:00:07.345247,sigmoid,1,0.00021738797382340395,2,256,3,1,COMPLETE
742,742,0.6877836942672729,2023-05-18 18:37:02.689361,2023-05-18 18:37:09.760456,0 days 00:00:07.071095,sigmoid,1,0.009057763193839384,2,256,2,1,COMPLETE
743,743,0.6625708222389222,2023-05-18 18:37:09.761764,2023-05-18 18:37:16.642625,0 days 00:00:06.880861,sigmoid,1,0.000477600109333937,2,128,2,1,COMPLETE
744,744,0.7015875577926636,2023-05-18 18:37:16.643862,2023-05-18 18:37:23.749831,0 days 00:00:07.105969,selu,1,0.00016938732628106053,2,256,0,0,COMPLETE
745,745,0.6643404841423035,2023-05-18 18:37:23.750976,2023-05-18 18:37:31.399914,0 days 00:00:07.648938,sigmoid,1,0.0003624152987209236,2,512,2,1,COMPLETE
746,746,0.6629425764083863,2023-05-18 18:37:31.401185,2023-05-18 18:37:38.101908,0 days 00:00:06.700723,sigmoid,1,0.00021696296731467743,2,256,2,1,COMPLETE
747,747,0.6623677849769593,2023-05-18 18:37:38.103056,2023-05-18 18:37:45.646668,0 days 00:00:07.543612,sigmoid,1,0.00027784103330018994,2,512,2,1,COMPLETE
748,748,0.6741850018501282,2023-05-18 18:37:45.647894,2023-05-18 18:37:54.026441,0 days 00:00:08.378547,sigmoid,1,0.00015810818560959062,7,256,2,1,COMPLETE
749,749,0.6677703738212586,2023-05-18 18:37:54.027599,2023-05-18 18:38:01.222698,0 days 00:00:07.195099,sigmoid,1,2.7591702738753403e-05,2,512,2,0,COMPLETE
750,750,0.6636842608451843,2023-05-18 18:38:01.223929,2023-05-18 18:38:08.342971,0 days 00:00:07.119042,sigmoid,1,0.00018814946514918867,3,512,2,1,COMPLETE
751,751,0.6836016774177551,2023-05-18 18:38:08.344152,2023-05-18 18:38:15.428985,0 days 00:00:07.084833,tanh,1,0.000235757894104576,2,256,2,1,COMPLETE
752,752,0.68324773311615,2023-05-18 18:38:15.430141,2023-05-18 18:38:25.360833,0 days 00:00:09.930692,sigmoid,1,0.02804592150992165,8,512,2,1,COMPLETE
753,753,0.6811584234237671,2023-05-18 18:38:25.362012,2023-05-18 18:38:32.202452,0 days 00:00:06.840440,sigmoid,1,0.000296532827831791,2,256,1,1,COMPLETE
754,754,0.6631329655647278,2023-05-18 18:38:32.203622,2023-05-18 18:38:39.373468,0 days 00:00:07.169846,sigmoid,1,0.00016162734448560138,2,512,2,0,COMPLETE
755,755,0.6664134383201599,2023-05-18 18:38:39.374635,2023-05-18 18:38:46.504899,0 days 00:00:07.130264,sigmoid,1,0.0004037131348790602,2,512,2,1,COMPLETE
756,756,0.6625548958778381,2023-05-18 18:38:46.506159,2023-05-18 18:38:53.292307,0 days 00:00:06.786148,sigmoid,1,0.00019620479918989634,2,256,2,1,COMPLETE
757,757,0.6867761731147766,2023-05-18 18:38:53.293448,2023-05-18 18:38:59.868528,0 days 00:00:06.575080,linear,0,0.00024744722297361925,2,512,2,1,COMPLETE
758,758,0.6941669583320618,2023-05-18 18:38:59.869647,2023-05-18 18:39:07.454409,0 days 00:00:07.584762,relu,1,5.461326584472892e-05,2,256,2,1,COMPLETE
759,759,0.6748368859291076,2023-05-18 18:39:07.455631,2023-05-18 18:39:15.142757,0 days 00:00:07.687126,sigmoid,1,0.09574706169770456,3,64,2,0,COMPLETE
760,760,0.6695606470108032,2023-05-18 18:39:15.143975,2023-05-18 18:39:22.229315,0 days 00:00:07.085340,sigmoid,1,0.0006042032976647841,2,512,2,1,COMPLETE
761,761,0.6683738708496094,2023-05-18 18:39:22.230472,2023-05-18 18:39:28.963324,0 days 00:00:06.732852,sigmoid,1,2.256426141042801e-05,2,512,2,1,COMPLETE
762,762,0.6669755101203918,2023-05-18 18:39:28.964506,2023-05-18 18:39:36.725679,0 days 00:00:07.761173,sigmoid,1,0.0003352394284438396,6,256,2,1,COMPLETE
763,763,0.6809712409973144,2023-05-18 18:39:36.726797,2023-05-18 18:39:44.074984,0 days 00:00:07.348187,sigmoid,1,0.0001705982351422784,2,512,3,1,COMPLETE
764,764,0.8312186956405639,2023-05-18 18:39:44.076314,2023-05-18 18:39:51.146509,0 days 00:00:07.070195,elu,1,0.004556826547948204,2,256,2,0,COMPLETE
765,765,0.6880979061126709,2023-05-18 18:39:51.147661,2023-05-18 18:39:59.110273,0 days 00:00:07.962612,gelu,1,7.17225978376552e-05,2,512,2,1,COMPLETE
